transactionDate,transactionType,Vch/Bill No,Account,amount, Credit ,debitGlAccountId,creditGlAccountId
,, ,Lal Ji Advocate,0,2700,,
2019-04-06 00:00:00,INTERNAL_ACCTG_TRANS,10,Professional Charges,7200,0,C955100,C926509
2019-04-06 00:00:00,INTERNAL_ACCTG_TRANS,10,TDS (Professionals Services),800,0,C955100,C953002
2019-04-06 00:00:00,INTERNAL_ACCTG_TRANS,10,IGST Input Available (RCM),1440,0,P110009,C951523
,, ,TDS (Professionals Services),,800,,
,, ,Lal Ji Advocate,,7200,,
,, ,IGST Output (RCM),,1440,,
2019-04-12 00:00:00,INTERNAL_ACCTG_TRANS,11,Research & Development,13500,0,P500808,C134000
,, ,Advance - Bhupendra Kumar QC,0,13500,,
2019-04-12 00:00:00,INTERNAL_ACCTG_TRANS,12,Pantry Exp.,700,0,P500701,C924512
,, ,Advance Kamles Rajput,0,700,,
2019-04-12 00:00:00,INTERNAL_ACCTG_TRANS,13,Research & Development,200,0,P500808,C134000
,, ,Advance - Bhupendra Kumar QC,0,200,,
2019-04-12 00:00:00,INTERNAL_ACCTG_TRANS,14,Tirupati Traders (haridwar),10571,0,C925511,C925507
,, ,Tirupati Traders (muzaffrngar),0,10571,,
2019-04-12 00:00:00,INTERNAL_ACCTG_TRANS,15,Job Works Charges,59400,0,P500817,C925511
2019-04-12 00:00:00,INTERNAL_ACCTG_TRANS,15,TDS (Contracts to Others),600,0,P500817,C953001
2019-04-12 00:00:00,INTERNAL_ACCTG_TRANS,15,CGST,5400,0,IND_CGST,C925511
2019-04-12 00:00:00,INTERNAL_ACCTG_TRANS,15,SGST,5400,0,IND_SGST,C925511
,, ,TDS (Contracts to Others),0,600,C953001,
,, ,Tirupati Traders (haridwar),0,70200,C925511,
2019-04-12 00:00:00,INTERNAL_ACCTG_TRANS,16,Insurance - Vehicles,1004,0,P500356,C928757
,, ,The New India Assurance Co. Ltd.,0,1004,,
2019-04-12 00:00:00,INTERNAL_ACCTG_TRANS,17,Insurance - Vehicles,1004,0,P500356,C928757
,, ,The New India Assurance Co. Ltd.,0,1004,,
2019-04-15 00:00:00,INTERNAL_ACCTG_TRANS,18,Housekeeping Exp.,400,0,P500333,C131000
2019-04-15 00:00:00,INTERNAL_ACCTG_TRANS,19,Repair & Maint. (Other),220,0,P500328,C131000
2019-04-15 00:00:00,INTERNAL_ACCTG_TRANS,20,Research & Development,800,0,P500808,C131000
,, ,Advance - Gaurav Johri,0,1420,,
2019-04-15 00:00:00,INTERNAL_ACCTG_TRANS,19,Repair & Maintenance (Vehicle),1194,0,P500343,C924511
,, ,Imprest Shiv Hari Joshi,0,1194,,
2019-04-15 00:00:00,INTERNAL_ACCTG_TRANS,20,Repair & Maintenance (Vehicle),9000,0,P500343,C924511
,, ,Imprest Shiv Hari Joshi,0,9000,,
2019-04-15 00:00:00,INTERNAL_ACCTG_TRANS,21,Repair & Maintenance (Vehicle),2360,0,P500343,C924511
,, ,Imprest Shiv Hari Joshi,0,2360,,
2019-04-15 00:00:00,INTERNAL_ACCTG_TRANS,22,Professional Charges,33120,0,C955100,C926519
2019-04-15 00:00:00,INTERNAL_ACCTG_TRANS,22,TDS (Professionals Services),3680,0,C955100,C953002
2019-04-15 00:00:00,INTERNAL_ACCTG_TRANS,22,IGST,6624,0,IND_IGST,C926519
,, ,TDS (Professionals Services),0,3680,C953002,
,, ,EMM Software Ltd.,0,39744,C926519,
2019-04-15 00:00:00,INTERNAL_ACCTG_TRANS,23,Professional Charges,40500,0,C955100,C926519
2019-04-16 00:00:00,INTERNAL_ACCTG_TRANS,24,TDS (Professionals Services),4500,0,C955100,C953002
2019-04-17 00:00:00,INTERNAL_ACCTG_TRANS,25,IGST,8100,0,IND_IGST,C926519
,, ,TDS (Professionals Services),0,4500,C953002,
,, ,EMM Software Ltd.,0,48600,C926519,
2019-04-18 00:00:00,INTERNAL_ACCTG_TRANS,24,Pantry Exp.,1086,0,P500701,C924512
,, ,Advance Kamles Rajput,0,1086,,
2019-04-20 00:00:00,INTERNAL_ACCTG_TRANS,25,Repair & Maint. (Other),700,0,P500328,C131000
2019-04-20 00:00:00,INTERNAL_ACCTG_TRANS,25,Consumable Items,875,0,P500807,C131000
2019-04-20 00:00:00,INTERNAL_ACCTG_TRANS,25,Housekeeping Exp.,722,0,P500333,C131000
,, ,Advance - Gaurav Johri,0,2297,,
2019-04-22 00:00:00,INTERNAL_ACCTG_TRANS,26,Freight & Forwarding Charges,800,0,P500310,110000
,, ,Cash,0,800,,
2019-04-22 00:00:00,INTERNAL_ACCTG_TRANS,27,TA / DA Expense,1584,0,P500332,C110010
,, ,Advance- Traval R.K.Anand (VP),0,1584,,
2019-04-24 00:00:00,INTERNAL_ACCTG_TRANS,28,Freight & Forwarding Charges,250,0,P500310,110000
,, ,Cash,0,250,,
2019-04-24 00:00:00,INTERNAL_ACCTG_TRANS,29,Repair And Maintenance (Plant And Mach),800,0,P500372,C928980
,, ,Nandan Silai Machine Works,0,800,,
2019-04-24 00:00:00,INTERNAL_ACCTG_TRANS,30,Consumable Items,1230,0,P500807,C928980
,, ,Nandan Silai Machine Works,0,1230,,
2019-04-24 00:00:00,INTERNAL_ACCTG_TRANS,31,Viithiisys Ltd.,35000,0,C928985,C213000
,, ,PNB 0026,0,35000,,
2019-04-24 00:00:00,INTERNAL_ACCTG_TRANS,32,Balaji Traders Shahpur Jaipur Rajasthan,43509,0,C510005,C610022
,, ,Monu Khad Beej Bhandar Bansur Raj. S/D,0,43509,,
2019-04-24 00:00:00,INTERNAL_ACCTG_TRANS,33,Pantry Exp.,380,0,P500701,C924512
,, ,Advance Kamles Rajput,0,380,,
2019-04-24 00:00:00,INTERNAL_ACCTG_TRANS,34,Basmati Export Development Foundation,36000,0,C927535,P500808
,, ,Research & Development,0,36000,,
2019-04-24 00:00:00,INTERNAL_ACCTG_TRANS,35,Basmati Export Development Foundation,17000,0,C927535,P500808
,, ,Research & Development,0,17000,,
2019-04-24 00:00:00,INTERNAL_ACCTG_TRANS,36,Freight Outward - MP,12400,0,P500330,C928778
2019-04-24 00:00:00,INTERNAL_ACCTG_TRANS,36,Freight Outward Guj.,45000,0,P500813,C928778
2019-04-24 00:00:00,INTERNAL_ACCTG_TRANS,36,CGST Revers Charges Input,1435,0,C951510,C951508
2019-04-24 00:00:00,INTERNAL_ACCTG_TRANS,36,SGST Revers Charges Input,1435,0,C951511,C951509
,, ,Prince Cargo Movers & Packers,0,57400,,
,, ,SGST Revers Charges Output,0,1435,,
,, ,CGST Revers Charges Output,0,1435,,
2019-04-24 00:00:00,INTERNAL_ACCTG_TRANS,37,Postal Expenses,11170,0,P500315,C928781
2019-04-24 00:00:00,INTERNAL_ACCTG_TRANS,37,CGST,1005,0,IND_CGST,C928781
2019-04-24 00:00:00,INTERNAL_ACCTG_TRANS,37,SGST,1005,0,IND_SGST,C928781
,, ,Bhagwati Courier Service,0,13180,,
2019-04-24 00:00:00,INTERNAL_ACCTG_TRANS,38,Professional Charges,31500,0,C955100,C926520
2019-04-24 00:00:00,INTERNAL_ACCTG_TRANS,38,TDS (Professionals Services),3500,0,C955100,C953002
2019-04-24 00:00:00,INTERNAL_ACCTG_TRANS,38,CGST Revers Charges Input,3150,0,C951510,C951508
2019-04-24 00:00:00,INTERNAL_ACCTG_TRANS,38,SGST Revers Charges Input,3150,0,C951511,C951509
,, ,TDS (Professionals Services),0,3500,,
,, ,Ranveer Sharma & Associates,0,31500,,
,, ,CGST Revers Charges Output,0,3150,,
,, ,SGST Revers Charges Output,0,3150,,
2019-04-24 00:00:00,INTERNAL_ACCTG_TRANS,39,Legal Expenses,7500,0,P500311,C927534
2019-04-25 00:00:00,INTERNAL_ACCTG_TRANS,39,CGST,675,0,IND_CGST,C927534
2019-04-26 00:00:00,INTERNAL_ACCTG_TRANS,39,SGST,675,0,IND_SGST,C927534
2019-04-27 00:00:00,INTERNAL_ACCTG_TRANS,39,Legal Expenses,5500,0,P500311,C927534
,, ,Asian Electro Weighing Company,0,14350,,
2019-04-24 00:00:00,INTERNAL_ACCTG_TRANS,40,Professional Charges,45000,0,C955100,C926503
2019-04-24 00:00:00,INTERNAL_ACCTG_TRANS,40,TDS (Professionals Services),5000,0,C955100,C953002
2019-04-24 00:00:00,INTERNAL_ACCTG_TRANS,40,IGST,9000,0,IND_IGST,C926503
,, ,TDS (Professionals Services),0,5000,,
,, ,Saurabh Srivastava (CS),0,54000,,
2019-04-26 00:00:00,INTERNAL_ACCTG_TRANS,41,Sec. Aditya Enterprises Ladpur Kota Raja,21000,0,C944015,C510040
,, ,"Aditya Enterprises, Ladpura, Kota Rajast",0,21000,,
2019-04-26 00:00:00,INTERNAL_ACCTG_TRANS,42,"Sec.Om KSK,Kadegaon,Sangli (MH)",21000,0,C941566,C460100
,, ,"Om KSK,Kadegaon,Sangli (MH)",0,21000,,
2019-04-26 00:00:00,INTERNAL_ACCTG_TRANS,43,Repair & Maint. (Other),1230,0,P500328,C131000
,, ,Advance - Gaurav Johri,0,1230,,
2019-04-26 00:00:00,INTERNAL_ACCTG_TRANS,44,Conveyance Expenses,290,0,P500307,C131000
2019-04-26 00:00:00,INTERNAL_ACCTG_TRANS,44,Staff Welfare Expenses,200,0,C954600,C131000
2019-04-26 00:00:00,INTERNAL_ACCTG_TRANS,44,Miscellaneous Expenses,200,0,P500312,C131000
,, ,Advance - Gaurav Johri,0,690,,
2019-04-26 00:00:00,INTERNAL_ACCTG_TRANS,45,Labour Charges,147042,0,P500804,C928836
2019-04-26 00:00:00,INTERNAL_ACCTG_TRANS,45,TDS (Contracts to Others),3001,,P500804,C953001
2019-04-26 00:00:00,INTERNAL_ACCTG_TRANS,45,CGST,13504,0,IND_CGST,C928836
2019-04-26 00:00:00,INTERNAL_ACCTG_TRANS,45,SGST,13504,0,IND_SGST,C928836
,, ,TDS (Contracts to Others),0,3001,,
,, ,TDS Placements & Services Pvt. Ltd.,0,174050,,
2019-04-26 00:00:00,INTERNAL_ACCTG_TRANS,46,Labour Charges,13962,0,P500804,C925502
2019-04-27 00:00:00,INTERNAL_ACCTG_TRANS,47,TDS (Contracts to Others),141,0,P500804,C953001
2019-04-28 00:00:00,INTERNAL_ACCTG_TRANS,48,CGST,1269,0,IND_CGST,C925502
2019-04-29 00:00:00,INTERNAL_ACCTG_TRANS,49,SGST,1269,0,IND_SGST,C925502
,, ,TDS (Contracts to Others),0,141,C953001,
,, ,Ambey Multi Services,0,16500,C925502,
2019-04-29 00:00:00,INTERNAL_ACCTG_TRANS,47,Pantry Exp.,1738,0,P500701,C924512
,, ,Advance Kamles Rajput,0,1738,,
2019-04-29 00:00:00,INTERNAL_ACCTG_TRANS,48,Labour Charges,260356,0,P500804,C925501
2019-04-30 00:00:00,INTERNAL_ACCTG_TRANS,48,TDS (Contracts to Others),2630,0,P500804,C953001
2019-05-01 00:00:00,INTERNAL_ACCTG_TRANS,48,CGST,23669,0,IND_CGST,C925501
2019-05-02 00:00:00,INTERNAL_ACCTG_TRANS,48,SGST,23669,0,IND_SGST,C925501
,, ,TDS (Contracts to Others),0,2630,C953001,
,, ,Hari Darshan Enterprises,0,307694,C925501,
2019-05-01 00:00:00,INTERNAL_ACCTG_TRANS,1,Housekeeping Exp.,665,0,P500333,C131000
2019-05-01 00:00:00,INTERNAL_ACCTG_TRANS,1,Staff Welfare Expenses,200,0,C954600,C131000
2019-05-01 00:00:00,INTERNAL_ACCTG_TRANS,1,Repair & Maint. (Other),1010,0,P500328,C131000
,,,Advance - Gaurav Johri,0,1875,,
2019-05-02 00:00:00,INTERNAL_ACCTG_TRANS,2,MONEY GLOBAL LOGISTICS,0.64,0,C927523,P500317
,, ,Rounded Off,0,0.64,,
2019-05-02 00:00:00,INTERNAL_ACCTG_TRANS,3,Diesel Expenses - D.G.Set,27492,0,C955400,C928719
2019-05-03 00:00:00,INTERNAL_ACCTG_TRANS,3,Diesel Expenses - UK08AC4111,8000,0,C954500,C928719
2019-05-04 00:00:00,INTERNAL_ACCTG_TRANS,3,Diesel Expenses - UK08AC4764,1700,0,C954502,C928719
2019-05-05 00:00:00,INTERNAL_ACCTG_TRANS,3,Diesel Expenses - UK08AC4765,1100,0,C954501,C928719
2019-05-06 00:00:00,INTERNAL_ACCTG_TRANS,3,Diesel Expense Super Splander,1200,0,C954504,C928719
,, ,Hashnu Filling Centre,0,39492,,
2019-05-02 00:00:00,INTERNAL_ACCTG_TRANS,4,"Sec.MAHESHWARI ENTERPR,Bhopal MP",21000,0,C942102,C942104
,, ,Sec. A.R.Grow Enterprices Bhopal,0,21000,,
2019-05-02 00:00:00,INTERNAL_ACCTG_TRANS,5,"A.R. Grow Enterprise,Bhopal",40654,0,C450110,C610050
,, ,M/S Maheshwari Enterprises S/D Bhopal,0,40654,,
2019-05-02 00:00:00,INTERNAL_ACCTG_TRANS,6,Sec. PKSK Chandur Bazar Amravati MH,21000,0,C941577,C941676
,, ,"Sec.JALDHARTI KISAN KRUSHI SEWA KENDRA,",0,21000,,
2019-05-03 00:00:00,INTERNAL_ACCTG_TRANS,7,Travelling Exp.,76642,0,P500359,C927524
2019-05-04 00:00:00,INTERNAL_ACCTG_TRANS,7,TDS (Contracts to Others),774,0,P500359,C953001
2019-05-05 00:00:00,INTERNAL_ACCTG_TRANS,7,IGST,13934.88,0,IND_IGST,C927524
,, ,TDS (Contracts to Others),0,774,C953001,
,, ,Sendaq Services,0,90576.88,C927524,
2019-05-03 00:00:00,INTERNAL_ACCTG_TRANS,8,Repair And Maintenance (Plant And Mach),64350,0,P500372,C925511
2019-05-03 00:00:00,INTERNAL_ACCTG_TRANS,8,TDS (Contracts to Others),650,0,P500372,C953001
2019-05-03 00:00:00,INTERNAL_ACCTG_TRANS,8,CGST,5850,0,IND_CGST,C925511
2019-05-03 00:00:00,INTERNAL_ACCTG_TRANS,8,SGST,5850,0,IND_SGST,C925511
,, ,TDS (Contracts to Others),0,650,C953001,
,, ,Tirupati Traders (haridwar),0,76050,C925511,
2019-05-03 00:00:00,INTERNAL_ACCTG_TRANS,9,Research & Development,360,0,P500808,C134000
,, ,Advance - Bhupendra Kumar QC,0,360,,
2019-05-06 00:00:00,INTERNAL_ACCTG_TRANS,10,TA / DA Expense,22269,0,P500332,C110012
,, ,Traveling Advance- Sanjay Pandey,0,22269,,
2019-05-06 00:00:00,INTERNAL_ACCTG_TRANS,11,Telephone Expenses,1595,0,P500319,C928731
2019-05-06 00:00:00,INTERNAL_ACCTG_TRANS,12,SGST,144,0,IND_SGST,C928731
2019-05-06 00:00:00,INTERNAL_ACCTG_TRANS,13,CGST,144,0,IND_CGST,C928731
,, ,Bharti Airtel Ltd.,0,1883,,
2019-05-06 00:00:00,INTERNAL_ACCTG_TRANS,12,TA / DA Expense,11729,0,P500332,C113083
,, ,Advance TA-DA R.C.Pandey,0,11729,,
2019-05-08 00:00:00,INTERNAL_ACCTG_TRANS,13,Pantry Exp.,1920,0,P500701,C924512
,, ,Advance Kamles Rajput,0,1920,,
2019-05-09 00:00:00,INTERNAL_ACCTG_TRANS,14,Research & Development,190,0,P500808,C131000
2019-05-09 00:00:00,INTERNAL_ACCTG_TRANS,15,Staff Welfare Expenses,140,0,C954600,C131000
2019-05-09 00:00:00,INTERNAL_ACCTG_TRANS,16,Conveyance Expenses,77,0,P500307,C131000
,, ,Advance - Gaurav Johri,0,407,,
2019-05-09 00:00:00,INTERNAL_ACCTG_TRANS,15,Freight Inward - Rawmaterial,670,0,P500810,C131000
2019-05-09 00:00:00,INTERNAL_ACCTG_TRANS,16,Freight Outward UP,100,0,P500815,C131000
,, ,Advance - Gaurav Johri,0,770,,
2019-05-09 00:00:00,INTERNAL_ACCTG_TRANS,16,Job Works Charges,198000,0,P500817,C925511
2019-05-09 00:00:00,INTERNAL_ACCTG_TRANS,16,TDS (Contracts to Others),2000,0,P500817,C953001
2019-05-09 00:00:00,INTERNAL_ACCTG_TRANS,16,CGST,18000,0,IND_CGST,C925511
2019-05-09 00:00:00,INTERNAL_ACCTG_TRANS,16,SGST,18000,0,IND_SGST,C925511
,, ,TDS (Contracts to Others),0,2000,C953001,
,, ,Tirupati Traders (haridwar),0,234000,C925511,
2019-05-09 00:00:00,INTERNAL_ACCTG_TRANS,17,PBRI  Branch gujrat,125882,0,C225000,C928725
,, ,Khicha Phoschem Ltd.,0,125882,,
2019-05-09 00:00:00,INTERNAL_ACCTG_TRANS,18,PBRI  Branch gujrat,170688,0,C225000,C928725
,, ,Khicha Phoschem Ltd.,0,170688,,
2019-05-09 00:00:00,INTERNAL_ACCTG_TRANS,19,PBRI  Branch gujrat,168954,0,C225000,C928725
,, ,Khicha Phoschem Ltd.,0,168954,,
2019-05-09 00:00:00,INTERNAL_ACCTG_TRANS,20,PBRI  Branch gujrat,166688,0,C225000,C928733
,, ,Preksha Minerals & Fertilizers (Raj),0,166688,,
2019-05-09 00:00:00,INTERNAL_ACCTG_TRANS,21,PBRI  Branch gujrat,105414,0,C225000,C928733
,, ,Preksha Minerals & Fertilizers (Raj),0,105414,,
2019-05-09 00:00:00,INTERNAL_ACCTG_TRANS,22,PBRI  Branch gujrat,168089,0,C225000,C928733
,, ,Preksha Minerals & Fertilizers (Raj),0,168089,,
,,,,,,,
,,,,,,,
,,,Totals,2711052.16,2711052.16,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,List of Contra Vouchers,,,,
,,,From 1-4-2019 to 10-5-2019,,,,
,,Vch/Bill No,Account,Debit,Credit,Ofbiz,
2019-04-08 00:00:00,OTHER_INTERNAL,1,PNB 0026,100000,0,C213000,C210044
,, ,PNB Autosweep A/c. 1496....7117,0,100000,C210044,
2019-04-08 00:00:00,OTHER_INTERNAL,2,PNB 0026,250000,0,C213000,C210048
,, ,PNB Autosweep A/c. 1496....7214,0,250000,C210048,
2019-04-08 00:00:00,OTHER_INTERNAL,3,PNB Autosweep A/c. 1496....7214,18400000,0,C210048,C213000
,, ,PNB 0026,0,18400000,C213000,
2019-04-08 00:00:00,OTHER_INTERNAL,4,Cash,50000,0,110000,C213000
,, ,PNB 0026,0,50000,C213000,
2019-04-09 00:00:00,OTHER_INTERNAL,5,PNB 0026,4700000,0,C213000,C210048
,, ,PNB Autosweep A/c. 1496....7214,0,4700000,C210048,
2019-04-13 00:00:00,OTHER_INTERNAL,6,PNB IC 590,120921,0,C934002,C934001
,, ,PNB 1824,0,120921,C934001,
2019-04-15 00:00:00,OTHER_INTERNAL,7,PNB 1824,300000,0,C934001,C213000
,, ,PNB 0026,0,300000,C213000,
2019-04-23 00:00:00,OTHER_INTERNAL,8,Cash,50000,0,110000,C213000
,, ,PNB 0026,0,50000,C213000,
2019-04-25 00:00:00,OTHER_INTERNAL,9,PNB 0026,1150000,0,C213000,C210042
,, ,PNB Autosweep A/c. 1496...7135,0,1150000,C210042,
2019-04-25 00:00:00,OTHER_INTERNAL,10,PNB Autosweep A/c. 1496....7232,400000,0,C210049,C213000
,, ,PNB 0026,0,400000,C213000,
2019-05-01 00:00:00,OTHER_INTERNAL,11,PNB 0026,250000,0,C213000,C210048
,, ,PNB Autosweep A/c. 1496....7214,0,250000,C210048,
2019-05-01 00:00:00,OTHER_INTERNAL,12,PNB 0026,400000,0,C213000,C210049
,, ,PNB Autosweep A/c. 1496....7232,0,400000,C210049,
2019-05-02 00:00:00,OTHER_INTERNAL,13,PNB 0026,1350000,0,C213000,C210048
,, ,PNB Autosweep A/c. 1496....7214,0,1350000,C210048,
2019-05-02 00:00:00,OTHER_INTERNAL,14,PNB IC 590,1527,0,C934002,C934001
,, ,PNB 1824,0,1527,C934001,
2019-05-04 00:00:00,OTHER_INTERNAL,15,PNB 0026,1050000,0,C213000,C210048
,, ,PNB Autosweep A/c. 1496....7214,0,1050000,C210048,
2019-05-06 00:00:00,OTHER_INTERNAL,16,PNB Autosweep A/c. 149600....7250,150000,0,C210050,C213000
,, ,PNB 0026,0,150000,C213000,
2019-05-07 00:00:00,OTHER_INTERNAL,17,PNB 0026,150000,0,C213000,C210050
,, ,PNB Autosweep A/c. 149600....7250,0,150000,C210050,
2019-05-07 00:00:00,OTHER_INTERNAL,18,PNB 0026,200000,0,C213000,C210048
,, ,PNB Autosweep A/c. 1496....7214,0,200000,C210048,
2019-05-08 00:00:00,OTHER_INTERNAL,19,PNB 0026,1500000,0,C213000,C210048
,, ,PNB Autosweep A/c. 1496....7214,0,1500000,C210048,
2019-05-09 00:00:00,OTHER_INTERNAL,20,PNB 0026,800000,0,C213000,C210048
,, ,PNB Autosweep A/c. 1496....7214,0,800000,C210048,
2019-05-10 00:00:00,OTHER_INTERNAL,21,Cash,50000,0,110000,C213000
,, ,PNB 0026,0,50000,C213000,
,,,,,,,
,,,Totals,31422448,31422448,,
